asics,1
aside,1
asiento,1
ask,1
asked,2
askin,1
asleep,2
asoma,1
asp,1
ass,4
assstate,1
astronaut,1
asume,1
asusta,2
asustan,1
asuste,1
así,11
at,1
atajo,1
atardecer,1
atb,1
ate,1
atención,1
atentados,1
ateo,1
aterricé,1
aterrizar,1
athena,1
atlantic,1
atlantis,1
atleta,2
atm,1
atormente,1
atoré,1
atracción,1
atrae,1
atraparon,1
atrasó,1
atraviesa,1
atravieso,1
atreva,1
atreve,2
atrevida,2
atrevido,1
atrevo,2
atreví,2
atropella,1
atrá,2
atrás,3
atrévete,1
attached,1
attack,1
attaquent,1
attendre,1
attention,1
attention7embed,1
atuvieron,1
atwell,1
au,1
auaura,1
audemars,1
audi,1
audiencia,1
audrey,1
augustine,1
auh,7
auh2embed,1
auliya,1
aullando,2
aun,1
aunque,2
aurora,1
ausente,1
austenyo,1
austin,2
australia,1
austria,1
autogol,1
automatic,1
automático,1
autumn,1
auténtico,1
ava,1
available,1
avance,1
avancemoi,1
avec,1
aveline,1
avenida,1
aventador,1
aventar,1
avente,1
aventura,3
aventándose,1
avenue,2
avergüenza,1
avicii,1
avio,1
aviones,1
avioneta,1
avisa,3
avisar,1
aviso,1
aviva,1
avión,1
avísame,1
awake,1
away,4
awhen,1
ay,12
ay61embed,1
aya,1
ayay,1
ayayai,1
ayayayayaye,1
ayer,1
ayo,1
ayuda,1
ayudaste,1
ayude,1
ayudo,1
ayuna,2
ayy,5
azaroso,1
azeem,1
azota,1
azotándote,1
azul,4
azules,2
azúca,1
azúcar,1
año,5
añora,3
años,1
aún,1
aşk,1
aşka,1
aşığın,1
b,5
b11,1
ba,2
baahahahah,1
baauer,1
bababa,1
babababy4embed,1
babababylon,1
babe,2
babie,1
babies,1
babii,1
baboso,1
babueh,3
babueh5embed,1
baby,17
baby21embed,1
baby3embed,1
baby6embed,1
babybebebebébebé,1
babybebé,2
babyface,1
babyjake,1
babys,2
bachas,1
bachata,2
bachatita,1
bachillerato,1
back,5
back3school,1
background,1
backpack,1
backup,1
bad,5
bad345embed,1
badadala,1
badass,1
badbadnotgood,1
badder,1
baddest,1
badha,1
bae,3
bag,4
baggage,1
baggin,1
bags,1
baguetti,1
bahamas,1
bahrain,1
bahía,1
baila,6
bailaba,1
bailamo,1
bailamos,1
bailan,2
bailando,2
bailar,4
bailar6embed,1
bailarlo,1
bailarás,1
bailas,2
baile,5
bailemos,4
bailen,1
bailes,1
bailo,1
bailé,1
baio,1
baise,1
baja,2
bajamo,1
bajamos,1
bajar,2
bajarte,1
bajas,1
baje,2
baje7embed,1
bajita,2
bajo,2
bajé,1
baka,1
bakar,1
bala,2
balada,2
balance,1
balanza,1
balas,1
balcón,1
baldwin,1
baldy,1
balenciaga,2
balenciagas,1
bali,1
balisong,1
balkan,1
ball,1
ballon,1
balvin,4
balón,1
bam,1
bamz,1
banaya,1
banca,1
banco,2
band,1
banda,3
bandaid,2
bandera,1
bandido,3
bandit,1
bandkidjay,1
bandolera,1
bandolero,1
bands,3
bang,1
bangas,1
bangbang,1
banging,1
bangladesh,1
bank,2
bankroll,1
banks,2
banner,1
bans,1
banshee,1
banx,1
baow,1
baquea,1
bar,2
barata,1
barato,1
barbados,1
barbería,1
barbie,2
barcelona,1
barco,1
barcode,1
bardi,1
bareilles,1
bark,1
barker,2
barns,1
barone,1
barra,1
barras,1
barreno,1
barriga,1
barriguita,1
barrio,3
bars,1
barse,1
barões,1
bas,3
base,2
basement,2
bass,1
bassett,1
bassy,1
bastante,1
bastille,1
bastó,1
basura,1
bata,1
batalla,2
bate,2
batea,1
bates,1
bathe,1
batidora,1
batiste,1
battles,1
bautice,1
bautista,2
bautizá,1
baveux,1
bawl,1
bay,1
bayen,1
bazzi,1
bañe,1
bañera,1
baño,2
baúl,1
bb,1
bbno,2
bday,1
be,5
bea,1
beabadoobee,4
beaches,1
beam,1
beamin,1
beanie,1
beard,1
bearface,1
beartooth,1
beat,2
beatbreak,1
beatin,1
beating,1
beatles,1
beatllionare,1
beats,3
beatz,1
beau,1
beautiful,2
beauty,1
beba,2
bebe,3
bebebebecita,3
bebebebé,1
bebebrrum,1
bebecita,4
bebecito,1
bebemo,1
beber,3
bebesota,1
bebida,2
bebidas,1
bebiendo,2
bebo,1
bebé,9
bebébé,1
becau,1
because,1
becerra,3
beckoning,1
becky,4
beckybeckybecky,1
become,1
bed,2
bed111embed,1
beddirectly,1
bedroom,1
beef,1
beelzebub,1
been,2
beer,1
beezy,1
before,2
beg,1
beggin,1
beginning,1
begun,1
behave,1
behaviour,1
behind,1
bein,1
being,1
beirut,1
beitch,1
belgium,1
beliconеs,1
believe,5
believe372embed,1
believer,2
believer429embed,1
belinda,2
belize,1
belki,1
bell,1
bella,4
bellaca,4
bellaco,2
bellaqueamo,1
bellaquear,1
bellaqueo,2
bellaqueo4embed,1
bellaquera,3
bellaquita,1
bellaquеar,1
bellas,1
belleza,2
bellinger,1
bello,1
bellos,1
belly,1
belong,1
bemba,1
ben,1
bend,1
bendecío,2
bendición,1
bendiga,1
bendito,1
bene,1
benee,1
benefit,1
beni,1
benidorm,3
benimle,1
benin,1
benito,1
benjamin,2
benjamín,1
benny,1
bentley,2
benton,1
benz,1
ber,1
beret,1
bergan,2
berkeleys,1
bermuda,2
berninger,1
berries,1
berry,1
besa,2
besamo,3
besamos,2
besan,1
besando,1
besar,3
besarle,1
besarme,1
besarnos,1
besarse,2
besarte,2
besarás,2
besaría,1
besas,1
besaste,1
bese,1
beside,1
besito,1
besitos,1
beso,5
besos,4
bess,1
best,2
besándote,1
besé,3
besó,1
bet,1
beto,1
betrayed,1
better,3
betty,1
between,1
betweena,1
bevo,1
bevono,1
bexey,1
beyoncé,1
beyond,1
bez,1
bhaaya,1
bharam,1
bhi,1
bhutan,1
bi,1
bianca,1
biased,1
biberón,2
biblia,1
bicha,1
bicho,2
bichota,3
bidness,1
bieber,5
bieen,1
bien,8
biffy,1
big,2
bigger,2
bike,1
bikini,2
bile,1
bilirim,1
bill,1
billboard,1
billdroppin,1
billen,1
billete,3
billetes,2
billetón,1
billie,1
billy,1
billón,1
bimmy,1
bin,1
biol101,1
bir,1
birao,1
bird,1
birds,1
biribam,1
biribambam,1
biribambambam,1
birine,1
bisbal,2
bishop,1
bisiklet,1
bismillah,1
bit,1
bitch,4
bitches,2
bite,1
bites,1
bitez,1
bitin,1
biting,1
bitsy,1
bitty,1
biza,2
bizarrap,1
bizu,1
biće,1
bj,1
bk,1
bktherula,1
bla,2
blac,1
blacc,1
black,4
blackbear,2
blackjack,1
blackpink,1
bladder,1
blake,1
blame,3
blameeh,1
blanca,2
blancas,1
blanche,1
blanco,2
blanquita,1
blanquito,1
ble,1
bleach,1
bleached,1
bleed,1
bleeding,2
blend,1
blep,4
blessed,2
blessin,1
blessings,2
blige,1
blinblin,1
blind,1
blindada,1
blinded,1
blinding,2
blindly,1
blink182,1
bliss,1
bloc,1
blocboy,1
blockaye,1
bloke,1
blonde,1
blood,2
bloodbath,1
bloodpop,1
bloody,1
bloque,1
bloquea,1
bloqueador,1
bloqueo,1
bloqueé,1
blow,3
blown,1
blows,2
blows690embed,1
blu,3
blue,3
blueface,1
blues,1
bluetooth,1
blunt,4
blxst,1
bléu,1
bmo,1
bo,1
bob,1
bobby,1
bobo,3
bobolon,1
boca,4
bocinas,1
boda,1
bodega,1
bodies,2
body,2
bodycount,1
bodyody,1
bodys,1
bogotá,2
bohemian,1
bokmål,1
bola,1
boletos,1
bolivia,1
bolsa,1
bolsillo,1
bolsillos,1
bolsitas,1
bolt,1
boluje,1
bolívar,1
bom,3
bomb,1
bombe,1
bombón,1
bon,2
bonbonbonbonbon,1
bone,2
bones,2
bonga,1
bonham,1
bonita,3
bonitas,1
bonito,3
bonito8embed,1
bonitos,1
bonnet,1
bonnie,2
bonobo,1
bonus,1
boobies,1
boof,1
boogie,1
booked,1
boom,2
boomin,1
boop,1
booth,1
booties,1
boots,1
bootsyano,1
booty,3
bop,2
boquita,2
bora,1
borderline,1
bored,1
borel,1
boricuas,1
borinquen,1
born,2
borneo,1
borra,2
borracha,2
borrachar,1
borrachera,1
borracho,5
borrachos,1
borran,1
borrao,1
borrarte,1
borre,1
borro,1
borré,3
borró,1
boss,1
boston,1
bota,1
botado,1
botamos,1
botarla,1
botaron,1
bote,1
botella,8
botellas,1
boten,1
both,2
bother,1
boton,1
botones,1
botswana,1
bottle,1
bottlemen,1
bottles,1
bottom,1
bottomfeeder,1
botá,1
boté,4
botó,1
botón,1
bought,1
boulevard,1
bouncing,1
bounty,1
bout,3
bow,2
box,1
boxa,1
boy,3
boy1embed,1
boyfriend,1
boylife,1
boys,1
boyz,1
brace,2
bracelets,1
bradley,1
brag,1
braille,1
brain,1
brain93embed,1
braindead,1
brainer,1
brains,1
brake,1
brakeline,1
brakence,1
brakes,1
brand,1
brando,1
brandon,1
brandy,1
bras,1
brasser,1
brasstracks,1
brat,1
brava,2
brave,1
bravo,1
brazalete,1
brazil,1
brazilian,1
brazo,1
brazos,1
brb,1
bre,2
break,2
breakdown,1
breakfast,1
breaking,1
breath,1
breathe,1
breathin,1
brecha,1
brechas,1
bree,2
brega,1
brego,1
brennan,1
brent,1
brett,1
bri,1
brian,1
bricks,1
bridge,4
briggs,1
bright,1
brighter,1
brilla,1
brillamos,1
brillan,1
brillante,1
brillar,1
brillarían,2
brillas,2
brillo,1
brincan,1
brincando,1
brindar,1
brindo,1
bring,1
briskin,1
broads,1
broke,1
broken,2
bromeo,1
broncón,1
bronson,1
broods,1
brooke,1
broskies,1
brother,2
brothers,1
brought,1
brown,4
browser,1
brr,7
brr2embed,1
brr3embed,1
brr5embed,1
brrapt,1
brray,2
brrm,1
brrr,2
brrra,1
brrrr4embed,1
brs,1
bruises,1
brujo,1
bruk,1
brun,1
bruno,1
bruto,2
brutta,1
bryant,1
bryce,1
bryson,2
brytiago,3
brújula,1
bsf,1
bts,2
buay,1
bubalu,1
bubalú,1
bubbles,1
bublé,1
buchanan,1
bucket,1
budaah,1
budda,1
buddy,2
budget,1
budi,1
bue,1
buen,1
buena,6
buena2embed,1
buenas,1
bueno,3
buenos,2
buenota,1
bug,1
bugatti,1
buggy,1
bugle,1
bugsey,1
buh,1
build,1
buildin,1
building,1
built,1
bulgari,1
bulgaria,1
bull,1
bullas,1
bullet,1
bulletproof,1
bullets,1
bullseye,1
bum,1
bumbum,2
bummerland,1
bump,1
bumper,1
bun,1
bunny,6
bunny25embed,1
buoh12embed,1
burg,1
buried,1
burlar,1
burlas,1
burlaste,1
burma,1
burn,2
burna,1
burned,1
burnin,2
burnsbeats,1
burt,1
burundi,1
bus,1
busca,3
buscan,1
buscando,3
buscar,2
buscarse,1
buscarte,2
buscaré,1
buscas,1
busco,2
buscu,1
buscándola,1
buscándome,1
buscándote,3
bush,1
business,1
busque,2
busqué,1
buss,1
bussin,1
bust,1
busta,2
but,2
butcher,1
butler,1
butt,1
butter,1
butterflies,1
buuren,1
buxton,1
buy,1
buzz,1
buzón,1
by,2
bye,3
byebye,1
bzrp,1
báilalo,3
bájale,1
bésame,3
bólico,1
bótame,1
búscame,1
búscate,1
büyük,1
bırak,1
c,1
ca,4
cab,1
cabalgar,1
caballero,2
caballeros,1
caballo,1
cabaña,1
cabe,2
cabello,3
cabeza,2
cabin,2
cabizbajo,1
cabronas,1
cabrone,1
cabrones,2
cabró,1
cabrón,6
cacha,1
cachas,1
cachaste,1
cacho,1
cachonda,1
cachos,1
cada,1
cadena,2
cadenas,1
cadillac,1
cado,1
cae,2
caen,1
caer,2
caesar,1
caesarean,1
cafeteria,1
café,1
cagamos,1
cagapalos,1
cagaste,1
caguamas,1
cagué,2
cah,1
caicos,1
caiga,1
caigas,1
caigo,2
caja,1
cake,2
calboy,1
calde,1
calderon,1
calderona,1
calderón,3
caleb,1
caleborate,1
calendar,1
calendario,1
calentando,1
calentar,1
calentarte,1
calentaste,1
calentura,1
calentándome,1
calentándote,1
caleta,1
cali,2
calibre,1
calienta,1
calientas,2
caliente,3
caliento,1
california,2
californicatin,1
call,4
calladito,1
callahan,1
callaita,3
callao,1
callas,1
callaíta,3
calle,4
called,1
callejón,1
calles,1
callin,1
calling,1
calloway,1
calls,2
callá,1
callái,1
calm,1
calma,5
calmamo,1
calmao,1
calmar,1
calor,4
calvin,1
calzoncillo,1
calé,1
cam,1
cama,4
camarón,1
cambaz,1
cambia,1
cambiado,1
cambian,1
cambiando,1
cambiar,2
cambiarme,1
cambiará,1
cambiaste,1
cambie,5
cambio,1
cambios,1
cambié,2
cambió,2
cambriolait,1
camcamcambiar,1
came,1
camel,1
cameron,1
cameroon,1
camila,1
camilo,5
camina,1
caminando,1
caminar,1
camino,2
camionetas,1
camisa,1
camisas,1
campaign,1
campanas,1
campeona,1
campeones,1
campfire,2
campo,1
campus,1
camuflaje,1
can,3
cana,2
canada,1
canaria,1
canary,1
canbay,1
cancela,1
cancelé,1
cancha,2
cancione,1
canciones,1
canción,4
canciónembed,1
cancún,1
candela,1
candidates,1
candlelight,1
candy,2
canelo,1
cannabis,1
cannoni,1
cannot,1
cano,1
cansada,1
cansado,1
cansando,1
cansaste,1
canse,1
canserbero,1
cansá,1
cansé,1
cansó,2
cant,2
canta,1
cantado,1
cantamo,2
cantamos,1
cantando,1
cantante,1
cantantes,1
cantar,1
cantarte,1
cante,1
cantidades,1
cantinero,1
canto,1
cantón,1
caníbales,1
cap,1
capaldi,1
capaz,1
capisci,1
caplen,1
capo,1
capo7embed,1
capsulón,2
captivated,1
capté,1
capó,2
car,2
cara,3
caracole,1
carajo,3
caramelo,3
caras,1
card,1
cardboard,1
cardi,1
cardigan,3
cardio,1
care,3
careful,1
careless,1
carga,1
cargado,1
caribbean,1
caribe,1
caricias,1
carillo,1
carin,1
caring,1
carita,2
cariño,2
carlos,1
carly,1
carnal,2
carnales,2
carne,1
carner,1
caro,1
carola,1
carolina,1
caroline,1
carousel,1
carpenter,1
carpool,1
carretera,1
carrillo,1
carrilo,1
carro,3
carros,1
carroza,1
carry,1
cars,2
carta,2
cartel,2
carter,1
cartera,1
cartier,1
cartitas,2
carín,1
casa,3
casanova,1
casarme,1
cascine,1
casco,1
case,1
caserío,1
casey,1
cash,4
casi,2
casita,1
caso,2
casper,3
cassadee,1
castigarte,1
castigo,1
castigue,1
castígala,1
casual,1
casualidad,3
cat,4
catch,1
catching,1
cateo,1
catfish,1
cato,1
cats,1
caught,2
causa,1
causando,1
causas,1
cause,2
causó,1
caution,1
cavalli,1
caved,1
cavetown,1
caviar,1
cayey,1
cayman,1
cayó,1
cazadore,1
cazando,1
cazzo,1
cazzu,5
cazó,2
caí,1
caín,1
caíste,1
cbd,1
cd,2
ce,1
cegaba,1
ceiling,1
cel,1
cela,1
celamo,1
celebrar,2
celebrar74embed,1
celeste,2
celia,1
celibato,1
celos,2
celosa,1
celoso,2
celu,1
celular,1
cement,1
cena,1
cene,1
cenizas,1
censi3embed,1
censura,2
centre,1
centro,1
cepillá,1
cerca,1
cerchi,1
cerco,1
cere,1
cerebro,1
cereza,1
cero,2
cerquita,1
cerrar,1
cerraste,1
certain,1
certainty,1
certero,1
certeza,1
certified,2
certo,1
cervecitas,1
cerveza,2
ces,1
cesitaba,1
cest,1
cg5,1
chaba,1
chabona,1
chaching,2
chacho,1
chacón,1
chad,1
chahe,1
chain,2
chainsmokers,1
chainz,3
chala,1
chale,1
chaleco,1
chalko,1
challenge,1
chamaquita,1
chamaquitas,1
chamba,1
chambea,1
chambean,1
champagne,1
champaña,2
champion,2
champions,1
champán,1
champú,1
chan,1
chance,2
chandon,1
chanel,1
change,3
changes,1
changing,1
chano,1
chaos,1
chapa,2
chapstick,1
charco,1
charge,1
charlee,1
charlie,1
charlotte,1
charly,1
charm,1
charreando,1
charytín,1
chase,2
chasin,1
chat,1
chatham,1
chau,1
chauhan,1
chavalos,1
chavos,1
che,1
cheat,1
cheated,1
cheaters,1
cheatin,1
check,3
checked,1
checkiamo,1
checkin,1
checks,1
cheer,1
cheese,3
cheesin,1
chelsea,1
chema,1
chencho,1
cheque,1
chequeamos,1
chequeando,1
chequeé,1
cherokee,1
cherokona,1
cherry,2
chest,2
chevy,1
chew,1
cheyennes,1
chi,6
chica,4
chicago,1
chicha,1
chiche,1
chichi,2
chichichi,1
chicho,1
chick,1
chicken,1
chickschicks,1
chico,1
chicos,1
chiederlo,1
chief,1
child,2
childish,2
chile,2
chili,1
chilling,1
chillo,1
chimbala,1
chimbita,1
china,3
chinching,1
chinchorrear,1
chinchorro,1
ching,1
chinga,1
chingamo,1
chingamos,1
chingamos29embed,1
chingan,1
chingar,3
chingazos,1
chingo,1
chino,1
chips,1
chiquitica,1
chiquitita,2
chiquitito,1
chiquito,1
chiste,1
chistosa,1
chlamydia,1
chloe,1
choca,1
chocaba,1
chocamo,1
chocha,2
chochocha,1
chocolates,1
chocá,1
choir,2
choke,1
chokin,1
choppa,2
choqué,1
chorus,2
chosen,1
chow,1
chrichrichris,1
chris,1
christian,1
christina,1
christine,1
christopher,1
chu,1
chula,1
chulería,1
chuleta,1
chupa,1
church,2
churchyard,1
chuzo,1
chyna,1
chándal,1
cia,1
ciara,1
cicatrice,1
ciclo,1
ciega,1
ciego,3
cielo,3
cielos,1
cien,2
ciencia,1
ciene,1
ciento,1
cierra,1
cierro,1
cierto,1
cigarettes,1
cima,1
cimorelli,1
cinco,1
cintura,2
cinturita,1
cinturones,1
cinturón,1
cione,1
circles,1
cirujano,1
cita,1
cities,1
city,4
citys,1
civil,1
civile,1
cizañero,1
ciò,1
cj,1
cla,2
clan,1
clara,2
claritín,1
clark,1
clarkson,1
claro,7
claros,2
clase,2
class,1
classic,1
